debate_id,title,sector_label,confidence,predicted,max_predicted_proba,is_correct,error_type,review_flag
D170,Strategies to Encourage Singaporeans to Update COVID-19 Vaccinations amid Dominance of XFG Variant,Healthcare,HIGH,Healthcare,0.18089020357303384,True,Correct,Auto-label OK
D171,"Increasing Financial Support for Seniors Living Alone for Healthcare, Social Services and Housing",Social & Family Policy,HIGH,Social & Family Policy,0.2508462241717558,True,Correct,Auto-label OK
D172,Special Educational Needs Examination Access Arrangement Timelines and Study of Information-sharing Streamlining,Education,HIGH,Education,0.30093968555178363,True,Correct,Auto-label OK
D173,Robustness of Trials Where Nets Were Placed in 35 Flats in Punggol and Toa Payoh to Prevent Pigeon Nesting Behaviour,Housing & Property,HIGH,Housing & Property,0.33635077319054496,True,Correct,Auto-label OK
D174,Expanding SkillsFuture Credit Eligibility for Subscription to AI Productivity Tools,Education,HIGH,Education,0.15902954955267196,True,Correct,Needs Review
D175,Guidance to Schools to Encourage Students to Speak up about School-related Issues through Appropriate Channels,Education,HIGH,Education,0.4998991529554899,True,Correct,Auto-label OK
D176,Health Risks Arising from Non-prescribed Performance-enhancing Drug Use,Healthcare,HIGH,Healthcare,0.17225803243187982,True,Correct,Auto-label OK
D177,Recurring Complaints about Night-time Noise from Delivery Trucks in HDB Estates,Environment,LOW,Housing & Property,0.22395170845864895,False,Misclassified,Auto-label OK
D178,Balancing Employability Preparation with Youths' Well-being and Preventing Excessive Internship Stacking,Education,HIGH,Education,0.4246626788169908,True,Correct,Auto-label OK
D179,"Data on Post-natal Care Services and Costs, and Use of MediSave for Post-delivery Complications at Public and Private Hospitals",Healthcare,HIGH,Healthcare,0.27936967762434417,True,Correct,Auto-label OK
D180,HDB Design Improvements for Enhanced Privacy Amid Declining Satisfaction Levels on Noise and Cleanliness,Housing & Property,HIGH,Housing & Property,0.49250415538111003,True,Correct,Auto-label OK
D181,Refund Demands on Ineligible Recipients of Self-Employed Person Income Relief Scheme,Labour & Workforce,HIGH,Social & Family Policy,0.15265159309247975,False,Misclassified,Needs Review
D182,Statistics on SG Culture Pass Usage and Further Plans to Encourage Redemption Rates,Other / Cross-cutting,HIGH,Other / Cross-cutting,0.11450091486116236,True,Correct,Needs Review
D183,Possible Integration of Lifestyle Medicine as Preventive Care under Healthier SG,Healthcare,HIGH,Healthcare,0.3581103603304745,True,Correct,Auto-label OK
D184,Utilisation Rates of SkillsFuture Enterprise Credit (SFEC) and Measures to Encourage SFEC Use before Expiry in 2026,Labour & Workforce,HIGH,Labour & Workforce,0.13764745210921442,True,Correct,Needs Review
D185,Timeline for Public Bus Accessibility Feature Upgrades to Support Visually Impaired and Deaf Commuters,Transport,HIGH,Transport,0.3409312921580641,True,Correct,Auto-label OK
D186,Statistics on Discrimination Complaints Received from 2021 to 2025 with Breakdown of Types of Discrimination,Labour & Workforce,HIGH,Labour & Workforce,0.18650218690501735,True,Correct,Auto-label OK
D187,Monitoring Frequency and Severity of Recurring Water Leakage in HDB Flats and Prevention Measures,Housing & Property,HIGH,Housing & Property,0.47585165336820295,True,Correct,Auto-label OK
D188,Enhanced Consumer Protection and Standardised Credit Card Dispute Resolution across Financial Institutions,Financial Services,HIGH,Financial Services,0.2710868157653688,True,Correct,Auto-label OK
D189,Imposing Limits to Credit Facilities and Charges by Platform Operators to Platform Workers Under Financing Programme,Financial Services,MEDIUM,Labour & Workforce,0.2820340524214138,False,Misclassified,Auto-label OK
D190,Transfer of Patients between Hospitals Operated by Different Healthcare Groups Without Polyclinic Referral to Maintain Subsidies,Healthcare,HIGH,Healthcare,0.3343559315652797,True,Correct,Auto-label OK
D191,Bass Noise Assessment of Shophouse Pubs and Discos to Address Disturbance Reports by Surrounding Units,Environment,HIGH,Environment,0.22117964429253933,True,Correct,Auto-label OK
D192,Current Healthcare Workforce Strength Compared against Projected Service Demand,Healthcare,MEDIUM,Healthcare,0.2690580552838626,True,Correct,Auto-label OK
D193,Factors for Continued Decline in Full-time Permanent Employment Rate for Polytechnic Graduates Since 2022,Labour & Workforce,HIGH,Labour & Workforce,0.34047811422802676,True,Correct,Auto-label OK
D194,CareShield Life Statistics and Severe Disability Prevention Measures,Healthcare,HIGH,Healthcare,0.24134416244116713,True,Correct,Auto-label OK
D195,Waiving Polyclinic Doctors' Memo Fees for SG Enable Schemes and Grants Applications,Healthcare,MEDIUM,Healthcare,0.23704718961215293,True,Correct,Auto-label OK
D196,"Number of Students Switching Courses of Study in Polytechnics and ITEs, and Costs Incurred",Education,HIGH,Education,0.417706279344302,True,Correct,Auto-label OK
D197,Extending Use of Pro-family Leave to Provide Caregiving to Spouses,Labour & Workforce,MEDIUM,Education,0.16891388649569083,False,Misclassified,Auto-label OK
D198,"Assessing Noise Generated by Roads, MRT Lines and Airport as Part of Transport System Design",Transport,HIGH,Transport,0.2583136172364749,True,Correct,Auto-label OK
D199,Enhancing Statutory Penalties to Minimise Impact of Sudden Closures of Early Childhood Development Centres,Social & Family Policy,HIGH,Education,0.14517098100480633,False,Misclassified,Needs Review
D200,Feasibility Assessment of Existing Bus Service along Buangkok Green to Connect Buangkok Crescent to Ang Mo Kio MRT Station,Transport,HIGH,Transport,0.346570875171228,True,Correct,Auto-label OK
D201,Factors Leading to Reduction of MRT Reliability between June 2024 and June 2025,Transport,HIGH,Transport,0.16540864013268636,True,Correct,Auto-label OK
D202,Finding on Consumption of Infant Formula Products Contaminated with Cereulide Toxins,Environment,HIGH,Environment,0.18947675460472055,True,Correct,Auto-label OK
D203,Data on Distribution of Singaporean Workers in Outward- and Domestic-Oriented Sectors of Years 2015 with 2025,Labour & Workforce,HIGH,Labour & Workforce,0.19304689275691722,True,Correct,Auto-label OK
D204,Information and Breakdown of Local Sea-based Fish Farm Sector Workforce,Environment,MEDIUM,Environment,0.21566363017417892,True,Correct,Auto-label OK
D205,Extension of Tuition Fee Loans and CPF Education Loan Scheme to Working Adults who Take Up Part-time Degrees,Education,HIGH,Education,0.30257334041199047,True,Correct,Auto-label OK
D206,Decision and Disbursement Duration of Withdrawal Applications for CPF Reduced Life Expectancy Scheme,Social & Family Policy,LOW,Social & Family Policy,0.14856023310261504,True,Correct,Needs Review
D207,Oversight of Issues Related To Payment and Incentive Schemes between Platform Operators and Platform Worker Associations,Labour & Workforce,HIGH,Labour & Workforce,0.22709562247444384,True,Correct,Auto-label OK
D208,Unutilised SkillsFuture Credits and Transfer Options to Immediate Family Members,Education,HIGH,Education,0.15767592042880926,True,Correct,Needs Review
D209,Impact of US Tariff Increases and US Export Declines on Price Pressures for Singaporeans,Other / Cross-cutting,MEDIUM,Other / Cross-cutting,0.16361103643047398,True,Correct,Auto-label OK
D210,"25th Percentile, Median and 75th Percentile Income of Top 1,000 Earners Who Are Singapore Citizens",Other / Cross-cutting,MEDIUM,Labour & Workforce,0.1210834118693767,False,Misclassified,Needs Review
D211,Data on Efficacy of Masks and Spit Guards Leading to Removal from Food Handlers' Requirement from 1 January 2026,Environment,MEDIUM,Environment,0.43619211925664464,True,Correct,Auto-label OK
D212,Breakdown of SME Employment Size Distribution Across by Employment Band in 2025,Labour & Workforce,HIGH,Labour & Workforce,0.29231954437345326,True,Correct,Auto-label OK
D213,Clarification by Minister of State for Health,Healthcare,HIGH,Healthcare,0.1692813358663559,True,Correct,Auto-label OK
D214,Dedicated Support for Singaporeans to Work Abroad to Help Develop Global Leadership Pipeline,Labour & Workforce,HIGH,Labour & Workforce,0.16812044524663985,True,Correct,Auto-label OK
D215,"Cases where MDW's Medical Fees Exceeded $60,000 and Proposal to Enhance Coverage Sums in MDW Insurance Policies",Labour & Workforce,LOW,Labour & Workforce,0.18738088576183456,True,Correct,Auto-label OK
D216,"Review of Animals and Birds Act, and Factors Determining Form of Punishment for Alleged Animal Cruelty or Neglect",Environment,HIGH,Housing & Property,0.15492147185238228,False,Misclassified,Needs Review
D217,CPF Basic Retirement Sum Growth Projections beyond 2027 and Potential Five-Year Advance Planning Timeline,Social & Family Policy,MEDIUM,Social & Family Policy,0.18982411304017083,True,Correct,Auto-label OK
D218,Strengthening Support and Dignity for Migrant Domestic Workers and Singapore Families,Labour & Workforce,HIGH,Social & Family Policy,0.1791642223123966,False,Misclassified,Auto-label OK
D219,Ten-Year Statistics on Employment Pass Exception Approvals and Assessment Criteria,Labour & Workforce,HIGH,Labour & Workforce,0.21547358421488555,True,Correct,Auto-label OK
D220,Expansion of Microplastics and PFAS Monitoring Programme from Water to Sediments and Food,Environment,HIGH,Environment,0.3984524458997261,True,Correct,Auto-label OK
D221,Reason Not Allowing Tax-deductible CPF Top-ups to CPF LIFE Going toward Retirement Sum Scheme Payouts,Social & Family Policy,LOW,Social & Family Policy,0.2853033801842268,True,Correct,Auto-label OK
D222,Amount Recovered from Scams in 1H2025,Defence & Home Affairs,HIGH,Defence & Home Affairs,0.26433523584681456,True,Correct,Auto-label OK
D223,Demographics of Food Delivery Platform Workers and Foreign Worker Impact on Incomes of Local Platform Workers,Labour & Workforce,HIGH,Labour & Workforce,0.468330176268712,True,Correct,Auto-label OK
D224,"Effect of Rising Geopolitical Tensions, Climate Volatility and Export Restrictions on Strategies in Singapore Food Story 2.0",Environment,HIGH,Environment,0.345379444187381,True,Correct,Auto-label OK
D225,Companies that Have Retrenched Employees Without Mandatory Retrenchment Notification of Authorities,Labour & Workforce,HIGH,Labour & Workforce,0.22975288288900303,True,Correct,Auto-label OK
D226,Proposal For Highest Tier of Silver Support for Seniors Above 80 Who Live in Smaller HDB Flats,Social & Family Policy,HIGH,Social & Family Policy,0.36996573421587314,True,Correct,Auto-label OK
D227,Data on PREDICT Programme Screening and Plans to Expand Outreach of Programme,Healthcare,HIGH,Healthcare,0.261250657665849,True,Correct,Auto-label OK
D228,Stronger Penalties for Importers and Distributors of Vapes,Healthcare,MEDIUM,Healthcare,0.2028273851628555,True,Correct,Auto-label OK
D229,Citizenship Demographics of Hired Bus Captains and Drivers,Transport,HIGH,Transport,0.3229361369916418,True,Correct,Auto-label OK
D230,Complaints Received on Inaccurate Bus Arrival Information on LTA's Online and Physical Platforms,Transport,HIGH,Transport,0.31028393806521415,True,Correct,Auto-label OK
D231,Data on Firearm Violations at Police and Auxiliary Police Units for Past 24 Months and Subsequent Enforcement Actions,Defence & Home Affairs,HIGH,Defence & Home Affairs,0.19637482770795953,True,Correct,Auto-label OK
D232,Steps to Keep Water Affordable for Households,Environment,MEDIUM,Environment,0.16025142580202034,True,Correct,Auto-label OK
D233,Ensuring Bus Stop Shelters Provide Adequate Roof Coverage during Heavy Rain,Transport,HIGH,Transport,0.4335735837605765,True,Correct,Auto-label OK
D234,Reasons for Increase in Lack of Full-time Employment Offers by Polytechnic Graduates,Labour & Workforce,MEDIUM,Labour & Workforce,0.29983356201692835,True,Correct,Auto-label OK
D235,MAS and Life Insurance Association of Singapore (LIAS) Collaboration on Clinical Guidance for Insurance Medical Record Disclosure Context Requirements for Claims,Healthcare,MEDIUM,Healthcare,0.25453765525383276,True,Correct,Auto-label OK
D236,Lease Buyback Scheme Participation Statistics and Average Payouts by Household Size from 2009 to 2025,Housing & Property,HIGH,Housing & Property,0.2086112605345204,True,Correct,Auto-label OK
D237,Response to Findings that Singapore is Most Expensive City in Asia for Locals and Expatriates,Other / Cross-cutting,HIGH,Social & Family Policy,0.18330553553208426,False,Misclassified,Auto-label OK
D238,Committee of Supply – Head S (Ministry of Manpower),Labour & Workforce,HIGH,Labour & Workforce,0.4344613225582089,True,Correct,Auto-label OK
D239,Monitoring and Enforcement of Noise Threshold Compliance of Construction Noise near Residential Estates,Environment,HIGH,Environment,0.2703768838835727,True,Correct,Auto-label OK
D240,Breakdown of Medical Social Workers across Public Healthcare and Community Care Settings from 2023 to 2025 and Average and Median Caseloads and Case Duration Managed Per Medical Social Worker,Healthcare,HIGH,Healthcare,0.30253547567942224,True,Correct,Auto-label OK
D241,Unregistered or Non-compliant PMDs Seized since June 2021,Transport,MEDIUM,Transport,0.19765537346449966,True,Correct,Auto-label OK
D242,Take-up Rate for LPA since August 2025 and Proposed Extension of Fee Waiver,Social & Family Policy,HIGH,Social & Family Policy,0.14443163871633583,True,Correct,Needs Review
D243,Licensing Criteria and Approval Processes for Central Kitchens in Shophouse Units,Environment,MEDIUM,Environment,0.3609254159652729,True,Correct,Auto-label OK
D244,Transport Subsidies or Rebates as Measure to Encourage Marriage and Parenthood,Social & Family Policy,HIGH,Social & Family Policy,0.22006566817418002,True,Correct,Auto-label OK
D245,New Round of SkillsFuture Funding for Adult Singaporeans amid Rapidly Evolving Job Market Requirements,Labour & Workforce,HIGH,Education,0.14818841615802208,False,Misclassified,Needs Review
D246,Metrics Used to Establish Affordability of New HDB BTO Flats,Housing & Property,HIGH,Housing & Property,0.3021218821358644,True,Correct,Auto-label OK
D247,Tracking Outcomes and Equity of Government-funded Social Service Programmes and Impacts on Policy Modifications,Social & Family Policy,HIGH,Social & Family Policy,0.17694965627614376,True,Correct,Auto-label OK
D248,Admission Requirements and Faculty Profile for Singapore College of Islamic Studies,Education,HIGH,Education,0.17032912919789842,True,Correct,Auto-label OK
D249,Effectiveness and Adequacy of School Counsellors and Factors Determining Expansion,Education,HIGH,Education,0.30205587252524957,True,Correct,Auto-label OK
D250,Uptake of ComLink+ among Lower-income Families Not Living in Public Rental Flats,Social & Family Policy,HIGH,Social & Family Policy,0.19918001674922062,True,Correct,Auto-label OK
D251,NIE's Bachelor Programmes Acceptance Rate and Safeguarding Subject-specific Teacher Supply Shortages,Education,HIGH,Education,0.2565458773424231,True,Correct,Auto-label OK
D252,Annual Food Poisoning Cases Resulting from Home-based Food Businesses,Environment,MEDIUM,Environment,0.36157529584037645,True,Correct,Auto-label OK
D253,Preventing Unmeritorious Cases from Continuing to Receive Legal Aid,Defence & Home Affairs,HIGH,Defence & Home Affairs,0.1126218982060119,True,Correct,Needs Review
D254,Rationale for GRIT Programme's Focus on Specific Sectors,Labour & Workforce,HIGH,Labour & Workforce,0.1810932454839416,True,Correct,Auto-label OK
D255,Differentiating Lorry Speed Limits by Weight Class and Increasing Awareness of Grants to Promote Installation of Speed Limiters,Transport,HIGH,Transport,0.1443474124899655,True,Correct,Needs Review
D256,Common Safety Lapses Identified Through Companies that Participated in June 2025's Voluntary Safety Timeout,Labour & Workforce,HIGH,Labour & Workforce,0.16584598172297169,True,Correct,Auto-label OK
D257,Extending CPF Matched Retirement Savings Scheme to Low-wage Workers below 55,Social & Family Policy,MEDIUM,Social & Family Policy,0.24689608123401893,True,Correct,Auto-label OK
D258,Considerations when Planning for Community Clubs with Mass Facilities,Other / Cross-cutting,HIGH,Social & Family Policy,0.12936324822064946,False,Misclassified,Needs Review
D259,Data on Debts Repaid to Creditors of Bankruptcy Estates in Last 10 Years and Plans to Enhance Creditor Recovery,Financial Services,HIGH,Defence & Home Affairs,0.13236471995685214,False,Misclassified,Needs Review
D260,Adequacy of ATMs for Withdrawing and Depositing Cash within Existing and New HDB Estates,Financial Services,HIGH,Housing & Property,0.18457281429006028,False,Misclassified,Auto-label OK
D261,Breakdown of Government-funded PhD Scholars in Science Disciplines by Citizenship over Past Five Years and Bond Completion Rates,Education,HIGH,Education,0.24519970590876677,True,Correct,Auto-label OK
D262,Outcomes of Lung Transplants Performed in Singapore and Maintaining Expertise in This Field,Healthcare,HIGH,Healthcare,0.24701129982315187,True,Correct,Auto-label OK
D263,Yearly Demographics on Employment Departures Due to Eldercare Commitments from 2021 to 2025 and Considerations for Mandated Eldercare Leave for Singaporean Working Adults,Labour & Workforce,HIGH,Labour & Workforce,0.2584380849727273,True,Correct,Auto-label OK
D264,Number of Home Caregiving Grant Applicants and Top Conditions Cared for by Applicants,Social & Family Policy,MEDIUM,Healthcare,0.18868451501090266,False,Misclassified,Auto-label OK
D265,"Differentiating between Wealth Held by Households in Public Versus in Private Housing, and Measures to Sustain or Improve Upward Mobility Rates",Other / Cross-cutting,HIGH,Financial Services,0.11681103309339307,False,Misclassified,Needs Review
D266,Rationale for Minimum Eligibility Criterion of At Least One Local Employee for Energy Efficiency Grant,Environment,HIGH,Other / Cross-cutting,0.12238976645010256,False,Misclassified,Needs Review
D267,Data Collection and Categorisation of Causes of Individual Bankruptcies in Last 10 Years,Other / Cross-cutting,HIGH,Financial Services,0.10801410457137206,False,Misclassified,Needs Review
D268,Clarification by Senior Minister of State for Manpower,Labour & Workforce,HIGH,Labour & Workforce,0.21078588400554352,True,Correct,Auto-label OK
D269,Outcomes of EatWise SG Programme and Nutrition Support Access for Vulnerable Seniors,Healthcare,MEDIUM,Healthcare,0.20937874956948427,True,Correct,Auto-label OK
D270,Strengthening Enforcement Actions Taken against Illegal Exhaust Modifications or Breaches of Noise Emission Standards,Transport,HIGH,Transport,0.21460641597148025,True,Correct,Auto-label OK
D271,Ensuring Delivery Platform Work is Performed by Singaporeans and Permanent Residents Only,Labour & Workforce,HIGH,Labour & Workforce,0.30100002084243294,True,Correct,Auto-label OK
D272,Salary Review of Allied Health Professionals and Key Findings,Labour & Workforce,MEDIUM,Healthcare,0.32510158782425486,False,Misclassified,Auto-label OK
D273,Tangible Creative Breakthroughs Resulting from Students Topping PISA Assessments in Creative Thinking,Education,HIGH,Education,0.2575669114945164,True,Correct,Auto-label OK
D274,Study on Nuclear Energy Usage and Waste Disposal in Singapore and Public Disclosure of Findings,Digital Economy & Tech,HIGH,Environment,0.14048559317681064,False,Misclassified,Needs Review
D275,"Breakdown of Healthcare Research Funding Allocation under RIE by Disease Area, Research Theme and Programme Type",Healthcare,HIGH,Healthcare,0.24014089310605696,True,Correct,Auto-label OK
D276,"Addressing Noise Fatigue from Prolonged, Cumulative Exposure and Infrastructure Works and MRT Operations in Yio Chu Kang",Transport,HIGH,Transport,0.22857676989696254,True,Correct,Auto-label OK
D277,Number and Causes of Refuse Chute Fires,Defence & Home Affairs,HIGH,Defence & Home Affairs,0.18219773878002266,True,Correct,Auto-label OK
D278,Data On Foreigners Working Without Valid Employment Passes,Labour & Workforce,HIGH,Labour & Workforce,0.15331477508944946,True,Correct,Needs Review
D279,Support Provided to Swedish Car Maker for R&D Office in Singapore and Clawback Penalties Imposed following Closure Eight Months After Launch,Other / Cross-cutting,HIGH,Labour & Workforce,0.1599430237746094,False,Misclassified,Needs Review
D280,Criteria that Qualify for Intervention by Community Relations Unit and Unit's Effectiveness in Addressing Neighbourly Disputes,Housing & Property,MEDIUM,Housing & Property,0.1986492548402241,True,Correct,Auto-label OK
D281,Follow-up from Feedback on Disamenities from Bus Depot Construction Site at Forested Area between Tampines Road and Buangkok East Drive,Transport,HIGH,Transport,0.3532471664763007,True,Correct,Auto-label OK
D282,Efforts to Alleviate Traffic Congestion During Peak Hours along Loyang Avenue and Adjacent Roads,Transport,HIGH,Transport,0.32808853917039765,True,Correct,Auto-label OK
D283,"Educating Parents on ""Set, Think, Report, and Engage & Support"" Framework in Context of Blind Box or Gacha Mechanisms Available Online",Digital Economy & Tech,HIGH,Digital Economy & Tech,0.3422544582491986,True,Correct,Auto-label OK
D284,"Special Needs Trust Company's Trust Services Take-up Rates by Household Income and Race, and Plans to Boost Services",Digital Economy & Tech,HIGH,Social & Family Policy,0.13115961417323152,False,Misclassified,Needs Review
D285,Deployment Timeline of Two-Car Trains for Sengkang-Punggol LRT at Sengkang East and West Loops by 2026 to 2027,Transport,HIGH,Transport,0.16105448780701212,True,Correct,Auto-label OK
D286,Maintaining Detailed Product Traceability Information to Ensure Food Recall Notices Reach Small Retailers and Broader Public,Environment,HIGH,Environment,0.2851603630786511,True,Correct,Auto-label OK
D287,Encouraging More Schools to Let Students Who Are Not on School Teams Participate in Sports Tournaments,Education,HIGH,Education,0.37228802316470405,True,Correct,Auto-label OK
D288,Adding Congenital Conditions into List for Chronic Disease Management Programme,Healthcare,HIGH,Healthcare,0.32070828355531733,True,Correct,Auto-label OK
D289,Development of CARA Mobile App for Caregivers of Persons with Disabilities or Children with Autism to Report Missing Persons,Social & Family Policy,HIGH,Healthcare,0.14742394913932141,False,Misclassified,Needs Review
D290,Safety Measures and Systems for Bus Captains during Route Diversions and Navigation Support Tools,Transport,HIGH,Transport,0.4682438220205202,True,Correct,Auto-label OK
D291,Breakdown of Recruitment Fees Paid by Work Permit Holders in Singapore and in Home Countries,Labour & Workforce,HIGH,Labour & Workforce,0.16275562606412133,True,Correct,Auto-label OK
D292,Measures to Support Students' Voluntary Give Up of Vaping and Accessing Rehabilitation,Education,HIGH,Education,0.2654893157579172,True,Correct,Auto-label OK
D293,Making Criteria of Silver Support Scheme More Flexible for Initially Ineligible Seniors,Social & Family Policy,HIGH,Social & Family Policy,0.43623469196968256,True,Correct,Auto-label OK
D294,Proportion of Singapore Citizen Bus Captain Applicants Pre- and Post-PBIMP Launch,Transport,HIGH,Transport,0.2866999179949258,True,Correct,Auto-label OK
D295,Duration of Vacancy of Flats under Lease Buyback Scheme and under Relaunch of SBF Exercise in Past 10 Years,Housing & Property,HIGH,Housing & Property,0.3825144265170032,True,Correct,Auto-label OK
D296,Frequency of Maintenance of Nature Trails and Typical Downtime,Environment,HIGH,Environment,0.12890629100708284,True,Correct,Needs Review
D297,"Detection of Toxic Air Pollutants Exceeding International Safety Limits in Jalan Kayu, Punggol or Seletar",Environment,HIGH,Environment,0.19428709517410728,True,Correct,Auto-label OK
D298,Appeals Mechanism for Incoming Travellers with ICA's Upcoming No-Boarding Directives,Defence & Home Affairs,HIGH,Defence & Home Affairs,0.26609169450869247,True,Correct,Auto-label OK
D299,Assessment of Effectiveness of 2019 Smart Bus Priority System Trial,Transport,HIGH,Transport,0.4338558607826979,True,Correct,Auto-label OK
D300,Update on Reviewing Need for Mandatory Training and Certification for Home-based Food Business Owners,Environment,MEDIUM,Environment,0.3398238964207918,True,Correct,Auto-label OK
D301,Strengthening Protection for Singapore’s Critical Information Infrastructure Given Rise in Advanced Persistent Threat Attacks,Digital Economy & Tech,HIGH,Digital Economy & Tech,0.16545239085304217,True,Correct,Auto-label OK
D302,Impact of Aircraft Altitude Reduction on Residential and School Areas in Yio Chu Kang and Measures to Mitigate Noise and Safety Risks,Transport,HIGH,Transport,0.18607599974868594,True,Correct,Auto-label OK
D303,Allowing Private Healthcare Providers Access to Medications Not Found on Healthier SG Medication List,Healthcare,HIGH,Healthcare,0.34130279435844585,True,Correct,Auto-label OK
D304,Traffic Accidents along Tanah Merah Coast Road and Proportion of Accidents Involving Cyclists,Transport,HIGH,Transport,0.1968059256708403,True,Correct,Auto-label OK
D305,Inclusion of Postgraduate and Professional Certification Courses in CPF Education Loan Scheme,Education,HIGH,Education,0.2494287581287603,True,Correct,Auto-label OK
D306,Wage Targets for Lower-income Full-time Resident Workers and Compliance with National Wages Council's Recommendations by Sector and Profitability,Labour & Workforce,HIGH,Labour & Workforce,0.25319047430643293,True,Correct,Auto-label OK
D307,Banning Electronic Products on Flights,Transport,HIGH,Transport,0.1622127685759262,True,Correct,Auto-label OK
D308,Sustainable Indicators for Changes under New Integrated Shield Plan Rider Design Requirements,Healthcare,HIGH,Healthcare,0.29318081229315535,True,Correct,Auto-label OK
D309,Ensuring Commercial Rent Affordability for SME Tenants at JTC and HDBs,Housing & Property,HIGH,Housing & Property,0.18658395171263337,True,Correct,Auto-label OK
D310,Measures to Track Social Isolation and Improvements in Quality of Life and Healthspan,Healthcare,MEDIUM,Healthcare,0.313327461316246,True,Correct,Auto-label OK
D311,Studying Potential Productivity Gains from AI Adoption and Translating Gains into Wage Growth for Non-senior Managerial Workers,Labour & Workforce,MEDIUM,Labour & Workforce,0.18844611461117275,True,Correct,Auto-label OK
D312,Take-up Rates for Public Transport Vouchers,Transport,HIGH,Transport,0.21348275611958348,True,Correct,Auto-label OK
D313,Parking of Personal Mobility Devices and Personal Mobility Aids at HDB Multi-storey Car Parks for Safety,Housing & Property,HIGH,Transport,0.15020071277269476,False,Misclassified,Needs Review
D314,Health Impacts of Long-term MRT Noise Exposure for Commuters and Inclusion in National Health Prevention Strategies,Transport,MEDIUM,Environment,0.2074800844465106,False,Misclassified,Auto-label OK
D315,Extending Climate Vouchers to Tenants Under Single Room Shared Facilities to Encourage Take-up of Climate-friendly Appliances,Environment,HIGH,Environment,0.1784638785668922,True,Correct,Auto-label OK
D316,Expansion of Target Screening and Counselling for Women Aged 40 to 50 in Primary Care and Community Settings,Healthcare,HIGH,Healthcare,0.30750500520831014,True,Correct,Auto-label OK
D317,Role of PUB in Launching of World's Largest Marine Carbon Dioxide Removal Technology,Environment,HIGH,Environment,0.19109959162788287,True,Correct,Auto-label OK
D318,Public Complaints Towards Festive Surcharge Pricings by F&B Establishments over Past Five Years,Other / Cross-cutting,MEDIUM,Environment,0.1709079957285922,False,Misclassified,Auto-label OK
D319,Notifying Families of Death Row Prisoners on Executions and Permitting of Final Visits or Calls,Defence & Home Affairs,HIGH,Defence & Home Affairs,0.1564014778776211,True,Correct,Needs Review
D320,Training Nurses to Provide Care Beyond Inpatient Settings Given Push for Community Care,Healthcare,HIGH,Healthcare,0.34397195502130795,True,Correct,Auto-label OK
D321,"Expansion of ""Relevant Individuals"" under Section 18(1)(a) of CPF Act 1953 to Include Uncles and Aunts",Social & Family Policy,HIGH,Social & Family Policy,0.29408464647302135,True,Correct,Auto-label OK
D322,Staff to Child Ratio in Preschools and Student Care Centres,Social & Family Policy,HIGH,Education,0.169586489093871,False,Misclassified,Auto-label OK
D323,Administrative Requirements and Procedures Imposed by Insurers for Cancer Drug Claims,Financial Services,HIGH,Healthcare,0.2209092097006389,False,Misclassified,Auto-label OK
D324,Long-term Cost-benefit Analysis of Singapore's Electrification Efforts on Bus Fares,Transport,HIGH,Transport,0.3094836519606911,True,Correct,Auto-label OK
D325,"Requirements on Bus Stop Kerb Distance to Facilitate Boarding, Alighting and Stroller Accessibility",Transport,HIGH,Transport,0.4549628557972573,True,Correct,Auto-label OK
D326,Review of Jobseeker Support Scheme's Income Ceiling to Match Current 75th Percentile Gross Monthly Income Levels,Labour & Workforce,HIGH,Labour & Workforce,0.17275327909446314,True,Correct,Auto-label OK
D327,"Breakdown on Preschools Using In-house Cooks, Ready-to-eat Meals and Catered Hot Food",Education,MEDIUM,Environment,0.18200977652805472,False,Misclassified,Auto-label OK
D328,Applications for Licence to Operate Heavy Vehicle Parking Place,Transport,HIGH,Transport,0.2180201835805533,True,Correct,Auto-label OK
D329,Provision of High Chairs for Children at NEA-run Hawker Centres,Environment,HIGH,Environment,0.1694626969529239,True,Correct,Auto-label OK
D330,Progress in Developing Diploma Courses and Internships to Prepare for Meaningful Local Agri-food Sector Careers,Labour & Workforce,MEDIUM,Education,0.23806702357252219,False,Misclassified,Auto-label OK
D331,Residential Noise Complaint Trends for Past Three Years and Comparison of WHO Standards with Singapore's Outdoor Noise Exposure Limits,Environment,HIGH,Environment,0.2617636107956017,True,Correct,Auto-label OK
D332,Differentiated Discount Rate for Travel during Peak and Off-peak Periods for PWD Concession Scheme,Transport,HIGH,Transport,0.21672542406308087,True,Correct,Auto-label OK
D333,Opening Tengah Link to General Traffic during Off-peak Hours to Improve Connectivity,Transport,HIGH,Transport,0.37851757337880215,True,Correct,Auto-label OK
D334,Annual Applicant Rejection Rates for Government Mental Health Support Networks and Reasons for Rejection,Healthcare,HIGH,Healthcare,0.2594732157494863,True,Correct,Auto-label OK
D335,Impact of Indonesia's Recalibration of LNG Trade on Singapore's Energy Security,Environment,HIGH,Environment,0.13997398753763793,True,Correct,Needs Review
D336,Breakdown of Cases Reported under Tripartite Framework for the Prevention of Abuse and Harassment in Healthcare by Severity and Sector,Healthcare,HIGH,Healthcare,0.18449199442992315,True,Correct,Auto-label OK
D337,Adjusting Peak Hours for Bus Services in Light of Increased Flexible and Hybrid Work Arrangements,Transport,HIGH,Transport,0.3870039981560284,True,Correct,Auto-label OK
