excerpt_id,id,sentiment_label,confidence,label_method,sample_weight,sittingDate,title,speaker,segment_no,speech_text
ANN_0042,ST3479,CAUTIOUS,HIGH,,0.9,05-11-2025,Considerations and Efforts Taken to Increase Usage of $500 SkillsFuture Credits before its Expiry End-2025,Mr Gerald Giam Yean Song,2,"asked the Minister for Education (a) how many Singaporeans have used their SkillsFuture Credits for the Udemy Business-Republic Polytechnic Annual Subscription Plan since its launch; and (b) whether more can be done to encourage Singaporeans to use their one-off SkillsFuture Credit top-up before it expires in 2025 for this online option, such as lowering the annual subscription price and more publicity."
ANN_0551,ST7019,CAUTIOUS,HIGH,,0.9,02-03-2026,Adequacy of Existing Laws to Punish Egregious Road Behaviour That Result in Death,Mr Kenneth Tiong Boon Kiat,1,"asked the Coordinating Minister for National Security and Minister for Home Affairs (a) whether the Government has studied the adequacy of existing laws to punish egregious road behaviour resulting in death; (b) whether the Government will consider introducing a specific offence of vehicular homicide carrying penalties on par with culpable homicide; and (c) if not, why current penalties are considered proportionate for the most serious cases."
ANN_0455,ST1475,POSITIVE,HIGH,,0.9,25-09-2025,Allowing Greater Flexibility for CDC Voucher Redemption for Residents with Limited Chain Supermarket Access,Mr Edwin Tong Chun Fai,2,"I am answering in my capacity as the Minister charged with the responsibility for the People's Association. The Community Development Council (CDC) Vouchers Scheme was first introduced in June 2020 during the COVID-19 pandemic with two key objectives – (i) to help Singaporean households cope with the cost of living; and (ii) to support hawkers and heartland merchants. In line with the policy intent, our aim is to onboard hawkers and merchants in the Housing and Development Board (HDB) heartlands, such as those in the National Environment Agency-managed centres and HDB heartlands, including shops which offer daily goods or services. However, there are instances where few or no heartland merchants are found within or near residential areas. In such locations, we have onboarded, on a case-by-case basis, small businesses that provide goods and services needed by residents. In 2023, we responded to residents' requests to further alleviate their expenses by widening the usage of CDC Vouchers to supermarkets. However, only half of the vouchers received could be used at supermarkets, and the remaining half were for use at heartland merchants. This balanced approach meets both the needs of residents, as well as supports our heartland businesses. To date, we have onboarded over 23,000 hawkers and heartland merchants on the CDC Voucher scheme. The CDCs will continue to work closely with key partners, including the Federation of Merchants' Association, Singapore (FMAS), Heartland Enterprise Centre Singapore (HECS), and various merchant and hawker associations, to onboard eligible merchants in the heartlands."
ANN_0260,ST1816,CAUTIOUS,HIGH,,0.9,14-10-2025,Criteria that Qualify for Intervention by Community Relations Unit and Unit's Effectiveness in Addressing Neighbourly Disputes,Mr Alvin Tan,14,"Sir, I thank the Member. I had mentioned earlier on, going into the details of the cases, there are five cases, I mentioned that of the three cases that CRU is dealing with is to facilitate inpatient admission and treatment for one, and more consistent follow-up in community for the other two. Senior Minister of State Murali had mentioned that the CRU had issued an MD for one, and then, I also mentioned in my main reply, please refer to that, that the one case involving the deliberate use of noise to disturb neighbours and not related to mental health, has abated after joint intervention by CRU, Police and Town Council. We are studying these, the way in which the CRU is managing these cases. And we see that there are some encouraging signs, but please just do give us some time to study this in detail – and also, cases outside of the pilot – so that we can better think about resourcing it. I think we discussed this in detail last year and I really ask for Members' patience in this. Work with us, we are serious about this, we are working hard on this and we will take all of the learnings very seriously, and your feedback into account."
ANN_0252,ST4237,CAUTIOUS,HIGH,,0.9,13-01-2026,Review of Lifetime CPF Contribution Threshold for Silver Support Scheme,Assoc Prof Jamus Jerome Lim,3,"Sir, between 2016, when the Silver Support Scheme was implemented, and today, the CPF Full Retirement Sum (FRS) was adjusted 10 times, rising from $161,000 to $220,000, a 37% increase. If we take the Silver Support threshold of $140,000 as a share of the FRS a decade ago, the equivalent adjustment would bring this to around $191,000 today. Keeping in mind that the FRS itself represents the Government's own assessment of a basic standard of living in retirement, the rigidity of the equivalent CPF threshold for Silver Support is somewhat puzzling to me. Would the Minister be willing to share the rationale for this seeming inconsistency between CPF FRS adjustments relative to the Silver Support threshold?"
ANN_0218,ST7128,CAUTIOUS,HIGH,,0.9,03-03-2026,"Increasing Enforcement against Cyclists and E-bike Users for Riding without Helmets, Front and Rear Lights, and Rising against Traffic Flow",Mr Dennis Tan Lip Fong,3,"Thank you, Mr Speaker. I thank the Senior Minister of State for her reply. This is a long-standing riding culture issue, and I have spoken on this previously. The legal duty to keep a proper lookout almost always means that many motorists are often slapped with a minimal level of contributory negligence, whether via TP prosecution or in the civil Courts. With the recent practices of the prosecution and the Courts asking or imposing stricter sentences, including custodial sentences when a person is injured in a traffic accident, I would like to ask the authorities to consider that it would not always be as fair for a motorist to receive harsher punishment if he is involved in an accident with a cyclist who is blatantly not compliant with the law, for example, riding against the traffic, beating the red lights, not having lights at night or even not wearing helmets and risking more serious injury during an accident. I would also like to ask the Ministry of Home Affairs to take sterner actions to stop or reduce these unsafe and illegal practices to achieve better parity with the legal risks faced by motorists on the roads and work with LTA to improve the cycling culture. Finally, beyond patrols and spot checks, how is the Ministry leveraging on closed-circuit televisions (CCTVs) or other methods to identify repeat offenders riding against traffic or without lights?"
ANN_0067,ST4297,POSITIVE,HIGH,,0.9,13-01-2026,National Council of Social Service (Amendment) Bill ,Prof Kenneth Poon,3,"Mr Speaker, thank you for giving me the opportunity to speak in support of the NCSS (Amendment) Bill. Before I continue, I wish to declare interest in this matter, as I currently serve on the NCSS Board of Council and on the board of one of the SSAs. Over the past two decades, I have served in various capacities, as a volunteer, committee or board member, of several SSAs. From that vantage point, I have seen the sector, as Minister said, change in a fundamental way. The social service sector today is no longer simply a collection of charities and societies, but rather, a complex set of interdependent systems across social service provision, workforce development and cross-agency collaboration. As the quality of social service provision improves, coordination becomes even more essential, and this happens amidst a tight labour market, which places increasing strain on sector-wide talent pipelines. At the same time, COVID-19 and rapid technological advances have reshaped how services are delivered and how different generations of users engage with support. These changes reflected, for example, in the NCSS' Quality of Life studies, have real consequences for individuals, for families and caregivers who rely on the social service system. I would like to comment on two aspects of the Bill and seek clarifications on one of the provisions. First, the expanded role of NCSS as a sector developer. As Minister outlined earlier, NCSS today does more than convening or funding agencies. It identifies gaps in the system, such as the recent focus on behavioural addictions and it mobilises capacity, funding and partnerships to address them. It also leads sector-wide efforts in organisational development and digital transformation, so that agencies can continue to deliver services effectively and at scale. Initiatives, such as the Sun Ray scheme, have also strengthened workforce pipelines by bringing much needed experienced professionals from diverse backgrounds into the sector, whilst campaigns to support volunteerism and philanthropy help sustain community participation. These amendments recognise and formalise this expanded role. Second, the governance of NCSS through its Council, which is what the board is termed after proposed amendments. As NCSS takes on an increased role in charting sectoral priorities, building workforce pipelines and in fostering long-term partnerships, effective stewardship requires both expertise as well as continuity. While solutions may appear clear on the surface, the stewardship of such a complex ecosystem requires broad expertise and deep insight into the sector's many constituents and service users. The changes in who and how the Council is appointed, strengthens the Council so that it can work hand-in-glove with the NCSS management in setting strategic directions, exercising oversight and providing the stability needed to see these efforts through in the longer term. Third, the proposed size of the NCSS Council. Section 5, sub-section 1 provides for the number of Council members to range from 15 to 27. That is compared with a previous upper limit of 23. Given the increasing complexity of responsibilities within NCSS, I would appreciate some clarification on the rationale for providing this wider range. In particular, it will be helpful to understand the circumstances under which such a larger Council would be required and how these flexibilities are intended to support effective representation, expertise and governance of a more complex sector. This clarification notwithstanding, it is my view that the NCSS (Amendment) Bill better reflects the reality of what NCSS is responsible for – by strengthening the Council and aligning its governance with these expanded responsibilities. The Bill enhances NCSS' capacity to provide stable and capable stewardship of a complex and evolving social service system, and very importantly, in the interest of individuals and families that benefit from it."
ANN_0263,ST1796,CAUTIOUS,HIGH,,0.9,14-10-2025,100% Tariff on Pharmaceutical Imports to the US and its Impact on Singapore Economy,Assoc Prof Jamus Jerome Lim,22,"Thank you, Speaker. Presumably, MTI has a plan for what it will do should negotiations end up being somewhat less fruitful than we will all hope. Would the Minister of State be willing to share if their plans expand to third markets that they hope to target with our pharmaceutical exports? And if that was the case, whether she would be willing to share more details about which ones these may be?"
ANN_0122,ST1418,CAUTIOUS,HIGH,,0.9,25-09-2025,Preservation of Local Cinematic Diversity and Redevelopment of Cinema Spaces,Mr Zhulkarnain Abdul Rahim,1,"asked the Minister for Digital Development and Information following the closure of The Projector and the voluntary liquidation of Cathay Cineplexes in early September 2025, what steps are being taken to (i) preserve local cinematic diversity (ii) protect stakeholding employees (iii) and encourage redevelopment of cinema spaces for public or creative use."
ANN_0259,ST1811,CAUTIOUS,HIGH,,0.9,14-10-2025,Criteria that Qualify for Intervention by Community Relations Unit and Unit's Effectiveness in Addressing Neighbourly Disputes,Mr Alvin Tan,9,"Sir, of course, that was a question in which we know the answer. Regardless of whatever we do, there is no 100% guarantee. You apply CDRT, CMC, or even to that regard, CRU, to any of these cases, it can help, it can also hinder, and in certain cases as well, it may even exacerbate the situation. So, there is no special power that CRU has and so, let us exercise reason. Let us exercise reason to it and recognise that there is no tool that is perfect and recognise that we have a useful suite of tools that are available to us, thanks to the enhanced CDMF. And we are using those tools and we are using novel tools in the Tampines pilot with regard to the CRU as well as the MD, but there is no perfect tool in this regard. And so, there is no special power. But what CRU does is help to be an intermediary, between voluntary mediation as well as enforcement. And that is what it is purporting to do. In the November 2024 Second Reading, I think, many Members of this House, from across both aisles, have naturally asked for the expansion of CRU beyond the Tampines pilot. I understand that and I am no exception. In fact, I think that was one of the biggest asks across. Can I ask and can I also request for Members to understand this: that this is a pilot, we have done this for six months in Tampines and it is resource intensive. We are now only six months into this one-year pilot. There are five cases. And we will continue to take on severe cases in Tampines that are being floated to, or raised or triaged by the agencies. But I ask for some patience. We are studying this pilot very carefully, sizing it very carefully and where appropriate, we will expand this pilot. At this point, I also wanted to remind Members in the Second Reading last year that Ms Sylvia Lim had also asked for the expansion of the CRU pilot, amongst many other Members in this House. But what is also very useful is that Members of this House also acknowledged two things. One, is that this is a multi-year effort by several Ministries and agencies, and I thank Members for duly acknowledging that. But the more important point is that Ms Sylvia Lim, while asking like many Members to expand the CRU pilot, she had also acknowledged the resource-intensive and challenging nature of the work. I quote Ms Lim, she said, ""It is also clear that the enhanced CDMF will be a resource-intensive exercise requiring standby teams after office hours and active management of difficult cases by the new Director-General of Community Relations. The work will not be easy."" And I thought this is just useful for us. Give us some time. Let us study the pilot. We are working very hard on learning from the five cases that we have in Tampines. I have given, in my reply, the outcomes of these CRU cases in Tampines. And we are also looking at cases outside of Tampines, that some Members have also floated to us. Taken together, we are able to then look at how best to resource this and then extend it to beyond Tampines, when it is appropriate."
ANN_0406,ST6242,CAUTIOUS,HIGH,,0.9,25-02-2026,"Assessment of Employment Opportunities, Wage Growth and Shift Towards Technology-driven Jobs Given Declining Job Creation Per Dollar of Investment",Ms Mariam Jaafar,2,"asked the Deputy Prime Minister and Minister for Trade and Industry in respect of the EDB Year 2025 in Review which is indicative of fewer jobs created per dollar of investment, whether the Government will publish additional metrics on the quality of jobs created, including (i) wage levels (ii) skill requirements and (iii) career progression pathways to better reflect the impact of investments on the livelihoods of Singaporeans."
ANN_0118,ST6163,CAUTIOUS,HIGH,,0.9,25-02-2026,Debate on Annual Budget Statement,Assoc Prof Jamus Jerome Lim,32,"Mr Deputy Speaker, our system of public education is undeniably among the best in the world. Even if we quibble about details, the statistics speak for themselves. Our most recent ranking in the OECD PISA has us ranked first worldwide and the World Bank's Human Capital Index likewise has put us up top. Yet, this success while not undeserved, belay an important reality. We have done exceedingly well until now. But it is highly uncertain if we will continue to do so, especially in an AI age where traditional educational advantages are being rapidly upended by the advance of this technology. As Prime Minister Wong stated in his Budget address, our response to AI cannot be one of fear. This year's Budget exhibits an explicit tilt toward helping our nation confront the challenges of AI. And having spoken on the importance of AI in my Budget response two years back, I agree wholeheartedly with this stance. Hence, I support this year's Budget. But it would be foolish to be blind to the immense transformative potential of AI to not just disrupt, but also completely overturn the competitive advantages of the Singapore model. We cannot proceed with business as usual. We need change, not because our educational system is failing to deliver today, but because it is not adapted to deliver tomorrow. This is the hardest type of change, requiring foresight, wisdom and courage. After all, ""if it ain't broke, why fix it?"" Let us first acknowledge how far our system has come. Public mass education began in earnest a decade before Independence, following the establishment of our MOE. MOE's goal at the time was to reconcile the diverse approaches to education, given our multiracial population and to orient schooling toward the goals of nation building and workforce preparedness. This effort was immensely successful. The overall number of years of schooling in the population went from less than four years in 1960 to more than 12 by 2015, with an emphasis on science and technical education, coupled with a rigorous system of sorting and tracking, public education became the backbone of our nation's remarkable economic progress. Indeed, if you ask economists what they think was the most important factor underlying our nation's move from third world to first, many will likely point to our educational system. We must not take this success for granted, however, because the global educational landscape is rapidly changing. The advent of AI will mean an erosion of the edge in knowledge and ability that our schooling system had previously been able to confer. Emerging research already points to how AI compresses the skills gap by raising the productivity of inexperienced and lesser trained workers. This is the case even for college-educated professionals engaged in cognitive tasks. While this may fail to translate at the aggregate level, AI is nevertheless rapidly fulfilling its promise to vastly improve the efficiency of individuals. This was the thrust of my speech to the Budget Statement two years ago. In the interim, AI has advanced at a breathtaking pace. Tasks that may have eluded AI, save for some determined and curated prompting, are now routinely answered with speed and accuracy. In the courses I teach at university, I struggle with how to best obtain separation between students based on submitted assignments alone. The undeniable conclusion is that our traditional model of climbing the ladder of human capital development to become competent, reliable and trustworthy executers and operators is no longer likely to be the distinguishing factor for our workforce. The AI revolution will upend the way we approach education at all levels. In primary schools, we still have classrooms that have as many as 40 students. This was never tenable in so far as large classrooms affect not just the ability of our kids to receive sufficient teacher attention and absorb lessons, but also the ability of our teachers to adequately manage their pupils without excess stress. It has become even less acceptable today in an AI age. While some champions of technology have lauded the promise of AI to produce education customised to each learner, research in the cognitive sciences is unambiguous in concluding that children simply respond best to instruction delivered by another human rather than a device. Furthermore, while educational technology may confer some benefits, notably in language acquisition and problem solving, these are frequently offset by drawbacks, such as reduced attention spans, diminished memory and weakened critical thinking. The saving grace for such applications is that if they are applied in a thoughtful and deliberate manner, which occurs when edtech is treated as a compliment rather than a substitute for the teacher. This, in turn, calls for a better ratio of teachers to students in the classroom. I am also keenly aware that at the early ages, it is absolutely crucial that kids build a solid foundation for all that is to follow. This will set them up, not just to succeed in their subsequent academic endeavours but also in all sorts of life outcomes. It is, therefore, crucial that we do not allow our youngest learners to be left behind in their formal educational journey, reliant on supplementary tuition and parents turn teachers to make up for shortfalls in understanding that they would ideally have received directly from teachers in the classroom. Much of what primary school students learn may seem like a boring reprise of known concepts. But these ideas are new, at least to the kids that are being exposed to them for the first time. And if these kids do not grasp the basic premises that they are being taught, do not get excited about acquiring new knowledge and resort to memorising and in lieu of true understanding, we set them up to be incurious individuals, ill-prepared in an AI-centric world, where the ability to absorb and regurgitate information will no longer be sufficient to set a student apart. Rather, children need to be excited about their educational journey and approach school in a holistic way, as a place not just to be fed dry academic mater material, but a safe space to ask all sorts of questions, to challenge prevailing wisdom and assumptions and to have fun, picking up pursuits that are as varied as art and music and sport and of course, if they are so inclined, languages, along with Math and Science. Major high stakes examinations long, a mainstay of gauging student understanding and evaluating student performance, will be less relevant in an AI age. This requires us pardon, pardon the pun, to re-evaluate how we evaluate our kids, especially in secondary school. We need a mindset shift away from testing as a signal of competence and a means of streaming students to a way to check progress and identify if any particular student may have inadvertently fallen behind. This need to change mindset is not lost on our educators or learners themselves. MOE officials at the highest levels have acknowledged that examinations are the be all and end all, and students that embrace freedom from an examination-oriented curriculum often come to see that studying can be even a joyful and meaningful affair. Continual assessment has been a long-standing component of our educational system. It certainly was since I was in school, which was a long time ago. But our weightings reveal lip service paid to the notion of continual. Until recently, mid-year and final examinations could comprise as much as four-fifths of the total grade, which places an inordinate emphasis on these markers. So, even though the Ministry formally abolished mid-year examinations three years ago without an accompanying rebalancing of the weight placed on examinations and tests versus other forms of assessment, the effort will always remain half-hearted. Indeed, the continued presence of a relatively high stakes year-end examinations can leave students and parents feeling unprepared that they do not have a mid-term gauge. Anecdotal evidence even suggests that students and parents are making up for this change by simply having tuition centres administer mock mid-terms in lieu. Furthermore, the Primary School Leaving Examination (PSLE) and ""O"" level examination remain major consequential tools for tracking students. I, along with others on both sides of the aisle of this House, have repeatedly called for a reconsideration of these examination milestones, to grant more students the chance to pursue through-train education if they so choose. In an AI age, opportunities for late bloomers to catch up will be more abundant, which also means that such flexibility becomes even more important. The fact is, until the incentives for performing well in exams are truly changed, it is hard to expect anyone to relinquish the single-minded focus on exams. Yet, here is the nub. There is substantial evidence that genuine continual assessment is even far better in bringing about learning and understanding. Frequent but low-stake quizzes, as much as once a day, can improve conceptual retention and understanding. Nor should we fear that this approach, which admittedly is commonplace across East Asia, need undermine ultimate student performance. Systems like those in Estonia and Finland, as well as the US states of New Hampshire and Vermont have relied on formative assessment and continuous feedback for years and have produced a steady stream of excellent students. Similarly, the evidence on tracking too early, by early, the literature suggests between the ages of 10 and 12, which incidentally, is precisely when we start subject-based banding and institute the PSLE, actually increases educational inequality without any clear achievement gains. While Ministry officials had assured that subject-based banding, retain mixed form classes and which is consistent with research that supports how within school tracking can help students with heterogeneous ability actually cope better and promote positive peer influence, there nevertheless remains significant sorting between schools, which can undermine the benefits of tracking in the first place, while continuing to place undue importance of exams as a sorting tool. To be clear, this call to shift attention away from exams and toward continual assessment decidedly does not mean a relaxation of standards. Rather, it calls for the sort of steady engagement that can keep standards consistently high. This change emphasis is also better aligned with fixing one of the principal challenges that educators face in the modern AI-enabled classroom – students who simply cannot sustain enough attention and interest to complete basic tasks expected of educated individuals, like reading an entire book cover to cover, to grasp what they have read accurately, to write with accuracy and originality, and to internalise mathematical skills. Sir, AI will probably have the greatest impact on the way we go about tertiary education. And I will pause here to declare that I am, indeed, a college professor. Until now, university education has had a two-fold aim: to impart the workforce with modern, value-added skills via high quality teaching; and to infuse our economy with the latest cutting edge innovation and technology through research. Both will now be upended by AI. What does it mean to transmit knowledge to undergraduates when such knowledge can be easily accessed and repurposed at the touch of a button, is rapidly devalued within years of graduation and can usually obtained at a fudge of the cost. What does it mean when answers to assignments usually arrive after extensive reflection, discussion and struggle, may be obtained within minutes with a simple prompt? There are already inklings of the tsunami of change that is about to come. GenAI can easily synthesise and deliver information that all but the very best undergraduates struggle to absorb, relieving the need for entry level positions. Agent AI can already accurately execute a wide range of tasks that new graduates used to fill, which means that firms will have a far weaker incentive for hiring them. Indeed, I believe that it will not be foundational models, which has captured so much of the public imagination and excitement with their clever answers to questions and seemingly human interactions, but rather agent-based ones that will be at the forefront of this disruption. Cognitive jobs are all the more vulnerable to replacement by such tools, which produce faster, are often more accurate and increasingly are higher quality output than humans. The best models are even able to do so with minimal guidance and instruction. The superior capabilities of AI are not limited to intellectually intensive activities either, like research or analysis. AI can perform better in just about any profession where intellect, brains and ingenuity is deployed – from vacation planning to financial planning, from video game design to building design, from data analysis to legal analysis, and from diagnosing bugs in software to diagnosing cancers in humans. The aspirational careers of Asian societies – doctors, lawyers, engineers, bankers – are now all potentially replaceable by AI. Moreover, we must not be lulled into a false sense of security by our nation's current unemployment rate, which has yet to capture the potential displacements of jobs that could result when AI and robotics become more entrenched in the economy. The future is much better inferred from the unemployment rate of new workers. Notably, while our youth unemployment rate remains considerably below those of other advanced economies, this has steadily trended up since the middle of 2024. Reports of fresh graduates struggling to secure employment are also piling up. What this means is then that the skills we teach in lecture halls and labs need to evolve away from rote learning and solving known problems to leveraging what makes humans unique. Soft skills like empathy, networking, judgement, creativity and vision. I already see this in my courses. The way to separate weaker students from stronger ones is frequently no longer what they submit in written assignments – something Singaporean undergraduates often excel at – but by their inquisitiveness, their willingness to question prevailing wisdom, their ability to think outside the proverbial box and their strength at bringing others together on a common task. Students must want to understand what they are being taught, not just cram yet more information without care for the fundamentals. It also means that our outdated approach to university entry, which is conditional on relative performance in an academically oriented high stakes exam has to be revisited. In last year's COS, I suggested that we move forward with granting entry based on satisfying absolute entry criteria. This is now even more urgent given how relative academic performance will be ever less relevant to university success. Reform must also percolate up to more advanced levels of tertiary education. It is natural to ask, what is left of research when even at the PhD level, only a tiny, talented minority may still credibly lay claim to intellectual superiority and methodological sophistication? Prime Minister Wong's $37 billion funding for the Research, Innovation and Enterprise plan is undeniably a welcome step, and if resource constraints were the only limitation to research success, we would be well positioned, even though, as I previously mentioned, our national R&D spending still lacks those of comparable technologically forward economies. But the reality is that scholarship is not borne out of funding alone, as important as it is, and especially in an AI age where differences in the capacity to produce research are likely to collapse. Instead, what is relevant is the sophistication of the questions that we ask and the way that we approach problem solving. For this, we must still appeal to what is inescapably human. Our most groundbreaking innovations have always relied on humans affording their imaginations the absolute freedom to follow wherever the ideas lead. This occurs best in open, liberal, democratic societies, which offer the best conditions for the accumulation of productive human capital and the generation of world class scientific output. These conditions then contribute to productivity and in the long run, economic performance. Our autonomous universities must stop chasing global rankings for their own sake, but instead focus on the genuine nature of academic enterprise, a point that Member Kenneth Goh, a fellow academic, has just made. In doing so, I am certain, nevertheless, that recognition and reward will find their way to them. Sir, no matter how much we revamp our educational system, even if we were to adopt the seemingly radical steps proposed here, the reality of real world distributions of human ability is that there will always be a group that falls in the left tail and risk being left behind. Yet, this AI moment also offers tantalising opportunities. Teachers can tap on AI generated resources to offer education that is more interesting and more customised, a luxury that would have taken previously hours of work. Weaker students now have a more realistic chance than ever before to shine in the classroom. Not only will AI compress the talent gap, it will devalue the traditional degree, which opens the door for those who, endowed with hitherto undervalued skills, to finally stake their place in the modern economy. This includes those who may not be as book smart, but who are gifted in myriad other ways. Those who are blessed with superior hand-eye coordination, or are more innately social, or exude practical intelligence, or possess a tinker's mentality. Singapore has, since his birth, been an ethnically, culturally and religiously diverse nation. Let us also embrace neurological and intellectual diversity, starting from the ground up with our educational system. And let us"
ANN_0190,ST6246,CAUTIOUS,HIGH,,0.9,25-02-2026,Correlation between Students' Use of AI and Cognitive Skills Decline,Mr Cai Yinzhou,1,"asked the Minister for Education (a) what data the Ministry has on students' AI usage and its correlation with cognitive skill decline; (b) whether baseline assessments will be introduced to monitor these impacts; (c) how are teachers trained to detect AI-induced cognitive atrophy; and (d) what interventions, such as device-limited classes, are planned to prevent over-reliance and ensure students first master foundational concepts."
ANN_0563,ST2799,CAUTIOUS,HIGH,,0.9,04-11-2025,Unfair Contractual Terms in Career Conversion Programmes that Require Trainees to Pay Compensation for Termination,Miss Rachel Ong,2,"asked the Minister for Manpower whether the Government will consider (i) establishing clear guidelines on prohibited contractual terms in Career Conversion Programmes to safeguard trainees in employer-initiated terminations, (ii) ensuring that trainees are informed of these guidelines and (iii) providing trainees with access to advice on the fairness of employer-set terms, especially where contractually liquidated damages exceed programme fees or appear disproportionate to training costs."
